epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
362,6927.46,0.70256,0.44767,0.9836,0.8998,0.80343,0.90239,0.59274,1.15178,0.6415,1.35308,0.0028522,0.0028522,0.0028522
363,6946.23,0.711,0.43902,0.98822,0.88478,0.81202,0.89726,0.59238,1.15245,0.64549,1.35503,0.0028324,0.0028324,0.0028324
364,6964.36,0.70938,0.44923,0.98504,0.88473,0.81113,0.8962,0.59093,1.15329,0.65194,1.35614,0.0028126,0.0028126,0.0028126
365,6983.94,0.70433,0.44664,0.98682,0.88473,0.8109,0.89705,0.58983,1.15309,0.64751,1.35467,0.0027928,0.0027928,0.0027928
366,7003.96,0.67619,0.43461,0.97146,0.88799,0.80987,0.8969,0.58777,1.15583,0.64722,1.35713,0.002773,0.002773,0.002773
367,7023.32,0.69993,0.44927,0.97583,0.87925,0.81202,0.89713,0.58311,1.15689,0.64969,1.35957,0.0027532,0.0027532,0.0027532
368,7043.52,0.70795,0.44902,0.98226,0.85185,0.8401,0.89967,0.58389,1.15632,0.64737,1.35941,0.0027334,0.0027334,0.0027334
369,7063.54,0.68748,0.44468,0.98164,0.87485,0.82211,0.89663,0.58721,1.15466,0.64627,1.35445,0.0027136,0.0027136,0.0027136
370,7082.82,0.70057,0.44563,0.97857,0.87979,0.82225,0.89683,0.58839,1.15413,0.64478,1.35342,0.0026938,0.0026938,0.0026938
371,7101.78,0.69465,0.44372,0.99379,0.85372,0.8444,0.89999,0.58877,1.1543,0.64545,1.35394,0.002674,0.002674,0.002674
372,7121.88,0.68113,0.44279,0.97354,0.85471,0.84316,0.89526,0.58746,1.15093,0.64521,1.35428,0.0026542,0.0026542,0.0026542
373,7141.39,0.69464,0.43374,0.98383,0.8618,0.84261,0.8996,0.58759,1.14783,0.64882,1.35099,0.0026344,0.0026344,0.0026344
374,7161.52,0.70327,0.43625,0.97858,0.86654,0.84985,0.89898,0.59085,1.14528,0.65089,1.35013,0.0026146,0.0026146,0.0026146
375,7182.42,0.69829,0.44223,0.98325,0.86405,0.8528,0.89923,0.58759,1.14264,0.65005,1.34886,0.0025948,0.0025948,0.0025948
376,7202.38,0.70715,0.44891,0.98476,0.86377,0.85812,0.90213,0.58964,1.14065,0.64647,1.34701,0.002575,0.002575,0.002575
377,7222.56,0.70369,0.44593,0.97879,0.86743,0.84556,0.90232,0.58919,1.13897,0.6427,1.34743,0.0025552,0.0025552,0.0025552
378,7241.88,0.68344,0.43687,0.97741,0.87454,0.84759,0.90206,0.59099,1.13812,0.64658,1.34496,0.0025354,0.0025354,0.0025354
379,7261.28,0.69117,0.43931,0.98017,0.86789,0.84985,0.90281,0.59322,1.13879,0.64935,1.34495,0.0025156,0.0025156,0.0025156
380,7280.05,0.69289,0.43734,0.96931,0.86899,0.84834,0.9027,0.59121,1.13956,0.65175,1.347,0.0024958,0.0024958,0.0024958
381,7298.23,0.68783,0.44222,0.97727,0.88968,0.82051,0.9034,0.58879,1.14454,0.65768,1.35273,0.002476,0.002476,0.002476
382,7317.79,0.68806,0.43905,0.97497,0.88321,0.82527,0.90268,0.59024,1.14965,0.6556,1.35607,0.0024562,0.0024562,0.0024562
383,7337.47,0.69726,0.44266,0.97566,0.89029,0.81994,0.90222,0.58838,1.14874,0.65978,1.35767,0.0024364,0.0024364,0.0024364
384,7356.01,0.68803,0.42983,0.97838,0.88915,0.81632,0.8991,0.58862,1.14859,0.65809,1.35951,0.0024166,0.0024166,0.0024166
385,7374.37,0.70206,0.43563,0.97419,0.89179,0.81745,0.90206,0.58784,1.14711,0.66299,1.36034,0.0023968,0.0023968,0.0023968
386,7392.77,0.6709,0.42545,0.97562,0.88528,0.8203,0.90206,0.58764,1.14553,0.66017,1.35904,0.002377,0.002377,0.002377
387,7411.86,0.67585,0.4214,0.97067,0.88318,0.82561,0.90115,0.58745,1.14773,0.65952,1.3607,0.0023572,0.0023572,0.0023572
388,7431.52,0.67349,0.42412,0.9713,0.87972,0.82025,0.89961,0.58745,1.14819,0.66174,1.36014,0.0023374,0.0023374,0.0023374
389,7450.36,0.68844,0.42516,0.97483,0.88322,0.82149,0.90027,0.58775,1.15051,0.66368,1.36056,0.0023176,0.0023176,0.0023176
390,7470.26,0.68093,0.44036,0.97178,0.88757,0.81233,0.90076,0.58877,1.15343,0.66193,1.36429,0.0022978,0.0022978,0.0022978
391,7489.89,0.67232,0.42696,0.97384,0.88375,0.82103,0.9026,0.58717,1.15504,0.66045,1.36428,0.002278,0.002278,0.002278
392,7508.17,0.67898,0.43176,0.97695,0.88555,0.82272,0.90297,0.5862,1.15593,0.65772,1.36506,0.0022582,0.0022582,0.0022582
393,7526.91,0.67686,0.42492,0.9739,0.88867,0.81813,0.90202,0.58434,1.15621,0.66019,1.36577,0.0022384,0.0022384,0.0022384
394,7547.35,0.69333,0.44009,0.97401,0.89932,0.81503,0.90123,0.58448,1.15659,0.66064,1.36607,0.0022186,0.0022186,0.0022186
395,7566.38,0.66363,0.42476,0.9747,0.89624,0.81299,0.90167,0.58452,1.15807,0.65889,1.36646,0.0021988,0.0021988,0.0021988
396,7586.72,0.68204,0.4328,0.97063,0.89324,0.81174,0.90026,0.58507,1.15751,0.65736,1.36473,0.002179,0.002179,0.002179
397,7606.74,0.67415,0.42764,0.96956,0.89267,0.81232,0.90099,0.58588,1.15956,0.65633,1.36605,0.0021592,0.0021592,0.0021592
398,7626.25,0.66919,0.43762,0.96879,0.89408,0.81171,0.90202,0.58609,1.16097,0.65492,1.36584,0.0021394,0.0021394,0.0021394
399,7645.43,0.67141,0.42731,0.97314,0.89401,0.80808,0.90255,0.58701,1.16224,0.65149,1.36845,0.0021196,0.0021196,0.0021196
400,7665.22,0.67593,0.43623,0.9719,0.8956,0.80646,0.90194,0.58497,1.16284,0.64989,1.37038,0.0020998,0.0020998,0.0020998
401,7684.75,0.66897,0.42248,0.96749,0.89681,0.8044,0.90264,0.58713,1.16339,0.64694,1.37027,0.00208,0.00208,0.00208
402,7704.79,0.66276,0.42081,0.97537,0.89691,0.8057,0.90093,0.58707,1.16002,0.64643,1.36789,0.0020602,0.0020602,0.0020602
403,7724.75,0.67071,0.42429,0.96979,0.89811,0.81035,0.90165,0.58731,1.15772,0.64262,1.36846,0.0020404,0.0020404,0.0020404
404,7745.21,0.6478,0.40576,0.95993,0.89382,0.80714,0.90117,0.58745,1.15574,0.64048,1.36991,0.0020206,0.0020206,0.0020206
405,7764.54,0.67395,0.43154,0.97042,0.89604,0.80343,0.89932,0.58525,1.15423,0.64006,1.37027,0.0020008,0.0020008,0.0020008
406,7784.12,0.66567,0.4256,0.97002,0.90069,0.80265,0.89884,0.58647,1.15395,0.64047,1.36985,0.001981,0.001981,0.001981
407,7803.19,0.66061,0.42015,0.9622,0.90226,0.80113,0.89828,0.5866,1.1543,0.6425,1.37095,0.0019612,0.0019612,0.0019612
408,7822.88,0.65689,0.41838,0.96414,0.9028,0.80343,0.89915,0.58911,1.15448,0.6421,1.37213,0.0019414,0.0019414,0.0019414
409,7843.38,0.67278,0.42267,0.96957,0.89977,0.80174,0.89913,0.58711,1.15291,0.6424,1.37125,0.0019216,0.0019216,0.0019216
410,7863.17,0.65745,0.41377,0.964,0.89657,0.80281,0.89919,0.58706,1.15366,0.64705,1.37141,0.0019018,0.0019018,0.0019018
411,7883.88,0.66643,0.42511,0.97313,0.89814,0.79855,0.89934,0.58669,1.15553,0.6497,1.37163,0.001882,0.001882,0.001882
412,7903.52,0.64238,0.40329,0.95814,0.8821,0.81555,0.89882,0.58467,1.15654,0.64924,1.37299,0.0018622,0.0018622,0.0018622
413,7925.16,0.66268,0.41721,0.96025,0.8824,0.80865,0.89825,0.5871,1.15569,0.65339,1.37179,0.0018424,0.0018424,0.0018424
414,7944.64,0.66053,0.4195,0.96281,0.88007,0.80987,0.89776,0.58772,1.15464,0.65456,1.37223,0.0018226,0.0018226,0.0018226
415,7963.26,0.6666,0.42627,0.96814,0.87937,0.81139,0.89872,0.58714,1.15496,0.65288,1.37235,0.0018028,0.0018028,0.0018028
416,7983,0.66054,0.41424,0.96178,0.87826,0.80987,0.89689,0.5868,1.15392,0.6545,1.3716,0.001783,0.001783,0.001783
417,8001.07,0.66338,0.41551,0.96776,0.88001,0.80478,0.89684,0.58543,1.15279,0.6541,1.37105,0.0017632,0.0017632,0.0017632
418,8020.19,0.65304,0.4106,0.96481,0.88179,0.80818,0.89715,0.58506,1.15327,0.65685,1.37084,0.0017434,0.0017434,0.0017434
419,8038.97,0.66446,0.41517,0.96292,0.88082,0.80536,0.89739,0.58455,1.15497,0.65739,1.37034,0.0017236,0.0017236,0.0017236
420,8057.56,0.6402,0.40199,0.96427,0.88711,0.80343,0.89813,0.58637,1.15404,0.65551,1.37005,0.0017038,0.0017038,0.0017038
421,8076.38,0.66217,0.4146,0.96129,0.8867,0.8037,0.89761,0.58452,1.15424,0.6543,1.37113,0.001684,0.001684,0.001684
422,8094.82,0.64388,0.40638,0.9609,0.88963,0.80293,0.89709,0.58385,1.15419,0.65462,1.36946,0.0016642,0.0016642,0.0016642
423,8113.95,0.6421,0.4111,0.9619,0.88664,0.80253,0.89693,0.58377,1.154,0.65734,1.36917,0.0016444,0.0016444,0.0016444
424,8133.11,0.65508,0.40819,0.96208,0.88747,0.80579,0.89691,0.5846,1.1541,0.65808,1.36824,0.0016246,0.0016246,0.0016246
425,8151.92,0.66735,0.4171,0.96774,0.88904,0.80432,0.89679,0.5842,1.15386,0.65936,1.36842,0.0016048,0.0016048,0.0016048
426,8171.88,0.66069,0.41112,0.95415,0.88958,0.80135,0.89727,0.58547,1.15464,0.66034,1.36829,0.001585,0.001585,0.001585
427,8190.26,0.65167,0.42161,0.9637,0.89005,0.80129,0.89724,0.58562,1.15626,0.65901,1.36907,0.0015652,0.0015652,0.0015652
428,8208.67,0.66397,0.40751,0.96215,0.89775,0.79565,0.89788,0.58442,1.15587,0.65988,1.36827,0.0015454,0.0015454,0.0015454
429,8226.72,0.63061,0.3933,0.95328,0.89575,0.80099,0.89775,0.5836,1.15549,0.66005,1.36838,0.0015256,0.0015256,0.0015256
430,8245.33,0.63706,0.40613,0.95873,0.8831,0.81542,0.89773,0.58327,1.15536,0.65864,1.36994,0.0015058,0.0015058,0.0015058
431,8263.75,0.6431,0.40896,0.96469,0.8787,0.8206,0.89857,0.58292,1.15619,0.65757,1.37203,0.001486,0.001486,0.001486
432,8282.06,0.6479,0.40213,0.95762,0.88066,0.80964,0.89813,0.58514,1.15465,0.65751,1.37206,0.0014662,0.0014662,0.0014662
433,8301.09,0.62936,0.40211,0.95395,0.88255,0.80973,0.89851,0.58404,1.15456,0.65852,1.37231,0.0014464,0.0014464,0.0014464
434,8318.79,0.63992,0.39847,0.96174,0.88946,0.80773,0.89912,0.58325,1.15659,0.65594,1.3739,0.0014266,0.0014266,0.0014266
435,8337.16,0.6303,0.39941,0.95408,0.88666,0.80101,0.89584,0.58248,1.15775,0.65746,1.37597,0.0014068,0.0014068,0.0014068
436,8355.66,0.62804,0.39648,0.95661,0.89595,0.79592,0.89943,0.58285,1.15761,0.65758,1.37561,0.001387,0.001387,0.001387
437,8375.06,0.63202,0.39768,0.95534,0.89704,0.79249,0.89787,0.58326,1.15697,0.65765,1.37601,0.0013672,0.0013672,0.0013672
438,8394.15,0.64455,0.4058,0.95855,0.88264,0.80558,0.89819,0.58298,1.15706,0.65828,1.37637,0.0013474,0.0013474,0.0013474
439,8413.39,0.62408,0.39089,0.95644,0.88018,0.81171,0.89949,0.58378,1.15787,0.65755,1.37785,0.0013276,0.0013276,0.0013276
440,8432.24,0.6312,0.40007,0.95444,0.88132,0.80988,0.89794,0.58426,1.1568,0.65557,1.37732,0.0013078,0.0013078,0.0013078
441,8449.88,0.63308,0.39878,0.95977,0.88116,0.80808,0.89782,0.58472,1.15645,0.65462,1.37692,0.001288,0.001288,0.001288
442,8468.39,0.64971,0.40947,0.95862,0.88094,0.80825,0.89726,0.58403,1.156,0.655,1.3763,0.0012682,0.0012682,0.0012682
443,8486.64,0.63738,0.3988,0.96009,0.87698,0.80522,0.89459,0.58488,1.15628,0.65369,1.37718,0.0012484,0.0012484,0.0012484
444,8504.24,0.64475,0.40119,0.95644,0.8726,0.80905,0.89506,0.58473,1.15458,0.65623,1.37552,0.0012286,0.0012286,0.0012286
445,8522.11,0.6317,0.40066,0.95595,0.87286,0.81142,0.89548,0.58612,1.15135,0.66006,1.37155,0.0012088,0.0012088,0.0012088
446,8540.65,0.63929,0.40398,0.95843,0.87938,0.81015,0.8948,0.58546,1.151,0.65965,1.37113,0.001189,0.001189,0.001189
447,8559.49,0.64752,0.40769,0.95624,0.88002,0.80358,0.89495,0.58591,1.15076,0.66028,1.37117,0.0011692,0.0011692,0.0011692
448,8578.04,0.62394,0.38812,0.9576,0.88017,0.80315,0.89479,0.586,1.15075,0.66183,1.37122,0.0011494,0.0011494,0.0011494
449,8596.17,0.62343,0.3953,0.94651,0.88095,0.80301,0.89393,0.58572,1.14965,0.66151,1.37013,0.0011296,0.0011296,0.0011296
450,8615.74,0.63044,0.40166,0.96039,0.87701,0.8033,0.89385,0.58561,1.15009,0.66359,1.37035,0.0011098,0.0011098,0.0011098
451,8633.59,0.61529,0.39232,0.95344,0.88015,0.80188,0.89387,0.58529,1.15108,0.66309,1.37171,0.00109,0.00109,0.00109
452,8651.82,0.61729,0.40059,0.96219,0.87857,0.80196,0.89393,0.58548,1.15249,0.66582,1.37226,0.0010702,0.0010702,0.0010702
453,8669.94,0.61259,0.38204,0.94355,0.87782,0.80072,0.89405,0.58466,1.15282,0.66684,1.37297,0.0010504,0.0010504,0.0010504
454,8688.09,0.61676,0.38846,0.94842,0.88928,0.79115,0.89478,0.58416,1.15356,0.66852,1.37421,0.0010306,0.0010306,0.0010306
455,8706.02,0.60896,0.38417,0.9472,0.854,0.82248,0.89491,0.58424,1.15363,0.66732,1.37446,0.0010108,0.0010108,0.0010108
456,8724.9,0.62233,0.39735,0.95618,0.85292,0.83015,0.89507,0.58318,1.15483,0.66592,1.37442,0.000991,0.000991,0.000991
457,8743.19,0.61412,0.38271,0.95114,0.854,0.8286,0.89642,0.58371,1.15632,0.66669,1.37533,0.0009712,0.0009712,0.0009712
458,8761.35,0.61882,0.38896,0.95172,0.85115,0.82505,0.89681,0.58355,1.15698,0.66683,1.37653,0.0009514,0.0009514,0.0009514
459,8779.86,0.63379,0.39123,0.96116,0.85059,0.82599,0.89685,0.58353,1.15699,0.66679,1.37695,0.0009316,0.0009316,0.0009316
460,8798.15,0.61399,0.38948,0.95071,0.90449,0.78546,0.8959,0.58338,1.15636,0.6668,1.37754,0.0009118,0.0009118,0.0009118
461,8817.96,0.60678,0.38954,0.94071,0.89879,0.78918,0.89609,0.58264,1.1568,0.66853,1.37884,0.000892,0.000892,0.000892
462,8836.72,0.63432,0.39846,0.94506,0.83145,0.84706,0.89651,0.58294,1.15773,0.66793,1.38036,0.0008722,0.0008722,0.0008722
463,8854.65,0.62018,0.38362,0.94659,0.8318,0.84718,0.896,0.58359,1.15771,0.66651,1.38186,0.0008524,0.0008524,0.0008524
464,8873.02,0.61732,0.39292,0.95246,0.83196,0.84646,0.89615,0.58407,1.15901,0.66493,1.3829,0.0008326,0.0008326,0.0008326
465,8891.3,0.62746,0.39055,0.95517,0.8317,0.84745,0.89649,0.58432,1.15882,0.66396,1.38315,0.0008128,0.0008128,0.0008128
466,8909.97,0.61418,0.37869,0.94762,0.89757,0.79109,0.89751,0.58516,1.15907,0.66313,1.38334,0.000793,0.000793,0.000793
467,8929.5,0.60287,0.37959,0.94491,0.88908,0.79329,0.89658,0.58544,1.15829,0.66372,1.38423,0.0007732,0.0007732,0.0007732
468,8949.67,0.61927,0.38551,0.94506,0.88755,0.79658,0.89777,0.58602,1.15822,0.66159,1.38458,0.0007534,0.0007534,0.0007534
469,8968.88,0.60462,0.38071,0.95041,0.89018,0.79569,0.89665,0.58558,1.15791,0.65778,1.38453,0.0007336,0.0007336,0.0007336
470,8989.04,0.60901,0.37944,0.9414,0.89331,0.79763,0.89707,0.58498,1.15896,0.65632,1.38538,0.0007138,0.0007138,0.0007138
471,9008.59,0.60766,0.3811,0.94815,0.8945,0.79857,0.89711,0.58595,1.15848,0.65698,1.38608,0.000694,0.000694,0.000694
472,9028.46,0.61066,0.38169,0.94354,0.89637,0.7968,0.8973,0.58571,1.15842,0.65677,1.38624,0.0006742,0.0006742,0.0006742
473,9046.82,0.60819,0.38767,0.94115,0.89395,0.79213,0.89723,0.58609,1.15979,0.65638,1.38706,0.0006544,0.0006544,0.0006544
474,9065.4,0.58775,0.37047,0.95003,0.88937,0.79591,0.89717,0.58631,1.15983,0.65824,1.38767,0.0006346,0.0006346,0.0006346
475,9083.63,0.62185,0.3906,0.94782,0.88847,0.79641,0.89707,0.58696,1.16013,0.65783,1.38889,0.0006148,0.0006148,0.0006148
476,9101.53,0.61891,0.38944,0.94729,0.88793,0.795,0.89702,0.58626,1.16097,0.65801,1.38916,0.000595,0.000595,0.000595
477,9121.47,0.60129,0.37521,0.95182,0.8872,0.79464,0.89702,0.58804,1.16029,0.65811,1.39062,0.0005752,0.0005752,0.0005752
478,9141.17,0.60188,0.38099,0.93983,0.88746,0.79438,0.89683,0.58816,1.15974,0.65817,1.39094,0.0005554,0.0005554,0.0005554
479,9159.98,0.60593,0.37498,0.94284,0.88371,0.79488,0.89652,0.58674,1.15966,0.65933,1.39101,0.0005356,0.0005356,0.0005356
480,9178.95,0.60137,0.3766,0.94479,0.8814,0.79464,0.89648,0.58629,1.15891,0.66015,1.39111,0.0005158,0.0005158,0.0005158
481,9198.24,0.60764,0.38346,0.94999,0.87819,0.79758,0.89646,0.58617,1.15908,0.66058,1.39185,0.000496,0.000496,0.000496
482,9218.26,0.59218,0.37149,0.94484,0.87798,0.79717,0.8964,0.58636,1.15983,0.65893,1.39371,0.0004762,0.0004762,0.0004762
483,9237.46,0.58709,0.37414,0.9376,0.87877,0.79736,0.89563,0.58532,1.15889,0.65973,1.39371,0.0004564,0.0004564,0.0004564
484,9256.22,0.61281,0.37618,0.94014,0.88261,0.79874,0.89781,0.58728,1.15956,0.66216,1.39471,0.0004366,0.0004366,0.0004366
485,9275.09,0.59696,0.37223,0.94005,0.88289,0.79863,0.89764,0.58612,1.16004,0.66315,1.39539,0.0004168,0.0004168,0.0004168
486,9294.06,0.59002,0.37599,0.94928,0.884,0.79758,0.89753,0.58617,1.16055,0.66301,1.39633,0.000397,0.000397,0.000397
487,9312.61,0.60593,0.37913,0.94832,0.88518,0.79759,0.89755,0.58534,1.16156,0.66454,1.3967,0.0003772,0.0003772,0.0003772
488,9331.07,0.613,0.3844,0.94298,0.88464,0.79758,0.89757,0.58539,1.16184,0.664,1.3973,0.0003574,0.0003574,0.0003574
489,9349.82,0.60528,0.3788,0.94133,0.88603,0.79985,0.8977,0.58617,1.16278,0.66329,1.39815,0.0003376,0.0003376,0.0003376
490,9368.95,0.60153,0.3713,0.94154,0.8863,0.79956,0.89754,0.58614,1.16276,0.66333,1.39915,0.0003178,0.0003178,0.0003178
491,9404.25,0.52371,0.28512,0.88647,0.88746,0.7983,0.89767,0.58573,1.16304,0.66233,1.40002,0.000298,0.000298,0.000298
492,9422.11,0.51508,0.27945,0.88272,0.88768,0.79832,0.89776,0.58591,1.16312,0.66167,1.40132,0.0002782,0.0002782,0.0002782
493,9439.89,0.50205,0.27374,0.87663,0.88742,0.79851,0.89738,0.58489,1.16272,0.65966,1.40144,0.0002584,0.0002584,0.0002584
494,9457.3,0.51132,0.27403,0.87454,0.88766,0.79758,0.89711,0.58561,1.16286,0.65804,1.40252,0.0002386,0.0002386,0.0002386
495,9474.31,0.49257,0.26981,0.87063,0.89153,0.79942,0.89716,0.58491,1.16244,0.65841,1.40296,0.0002188,0.0002188,0.0002188
496,9490.9,0.49514,0.26889,0.86757,0.89301,0.79877,0.8968,0.58283,1.16299,0.65934,1.40359,0.000199,0.000199,0.000199
497,9509.02,0.49386,0.26957,0.86909,0.89802,0.79477,0.89673,0.58313,1.16257,0.65771,1.404,0.0001792,0.0001792,0.0001792
498,9526.3,0.4907,0.26659,0.87156,0.89273,0.79636,0.89636,0.58231,1.16283,0.65855,1.40478,0.0001594,0.0001594,0.0001594
499,9543.27,0.49076,0.26684,0.87051,0.89194,0.79836,0.89726,0.5823,1.16258,0.65859,1.40575,0.0001396,0.0001396,0.0001396
500,9561.53,0.49933,0.26319,0.87188,0.89204,0.79801,0.89704,0.58258,1.1624,0.6573,1.4062,0.0001198,0.0001198,0.0001198
